timestamp,ppg_red,ppg_infrared,ppg_ambient
1.297044,926.87,893.60,14.54
1.312671,940.47,899.42,13.92
1.328298,957.71,915.76,15.42
1.343925,957.58,918.56,16.20
1.359552,959.12,927.70,14.49
1.375179,964.93,927.65,15.55
1.390806,964.40,928.79,13.36
1.406433,959.45,919.30,13.94
1.422060,950.01,919.49,15.64
1.437687,939.07,905.76,11.33
1.453314,939.60,900.77,15.98
1.468941,934.17,885.58,13.60
1.484568,918.29,878.99,15.53
1.500195,918.07,871.05,12.34
1.515822,911.49,863.59,14.43
1.531449,908.04,849.10,13.00
1.547076,901.47,853.39,14.41
1.562703,894.32,840.73,12.99
1.578331,892.90,845.43,12.00
1.593958,895.15,835.12,11.63
1.609585,886.82,839.97,14.83
1.625212,885.71,831.53,17.81
1.640839,884.57,829.73,15.23
1.656466,879.89,823.00,13.31
1.672093,876.30,824.13,16.73
1.687720,871.15,811.20,13.72
1.703347,868.46,813.05,13.76
1.718974,865.58,807.41,15.67
1.734601,860.54,801.83,13.09
1.750228,851.37,794.26,14.25
1.765855,848.50,790.46,15.85
1.781482,852.91,799.62,17.08
1.797109,855.02,797.48,10.58
1.812736,859.50,801.70,13.53
1.828363,867.49,809.49,14.73
1.843990,874.86,822.42,16.13
1.859617,882.83,834.33,14.88
1.875244,894.74,847.61,19.63
1.890871,909.04,863.35,17.59
1.906498,924.66,870.00,15.64
1.922125,932.75,891.52,15.53
1.937752,938.62,899.68,13.59
1.953379,944.92,909.82,13.23
1.969006,962.62,923.24,18.00
1.984633,961.93,928.20,17.02
2.000260,962.78,922.06,13.66
2.015887,964.62,923.91,14.21
2.031515,960.79,923.22,12.36
2.047142,952.55,924.95,16.79
2.062769,952.43,909.49,13.93
2.078396,936.00,905.32,15.54
2.094023,938.19,896.20,16.64
2.109650,928.95,889.56,13.79
2.125277,925.48,875.77,11.61
2.140904,913.23,869.70,16.71
2.156531,908.21,864.17,13.98
2.172158,902.27,856.05,13.37
2.187785,903.02,853.45,11.71
2.203412,892.51,837.94,16.68
2.219039,895.77,838.86,12.65
2.234666,888.89,833.68,16.95
2.250293,886.95,835.43,16.94
2.265920,885.91,826.36,16.26
2.281547,878.83,826.38,14.64
2.297174,878.36,823.17,13.61
2.312801,877.70,818.25,15.32
2.328428,869.88,808.52,17.00
2.344055,858.45,805.93,14.07
2.359682,860.30,799.32,13.35
2.375309,862.34,792.71,15.61
2.390936,862.76,798.23,15.44
2.406563,854.97,792.86,14.38
2.422190,860.86,794.47,11.27
2.437817,861.52,797.22,16.40
2.453444,871.90,808.73,14.54
2.469071,872.31,815.35,14.49
2.484699,877.73,829.38,15.00
2.500326,894.78,838.54,15.59
2.515953,905.54,852.22,10.15
2.531580,913.72,868.53,15.22
2.547207,923.72,885.56,11.62
2.562834,935.05,898.51,13.45
2.578461,944.65,910.38,14.77
2.594088,956.55,920.26,13.39
2.609715,953.41,925.87,14.39
2.625342,967.13,927.09,12.64
2.640969,969.13,934.61,17.13
2.656596,965.77,927.41,18.24
2.672223,963.26,925.48,9.46
2.687850,949.19,913.15,15.83
2.703477,946.40,910.66,16.06
2.719104,941.67,899.27,16.09
2.734731,931.61,887.92,19.08
2.750358,923.37,878.29,12.85
2.765985,913.76,868.09,12.48
2.781612,911.98,865.64,14.66
2.797239,905.97,853.84,12.30
2.812866,899.42,857.14,17.89
2.828493,895.45,845.50,19.87
2.844120,891.07,839.33,15.47
2.859747,892.25,839.97,16.41
2.875374,889.24,840.91,16.82
2.891001,889.31,827.70,11.18
2.906628,883.64,829.80,15.37
2.922256,880.90,823.92,16.90
2.937883,876.05,821.78,16.48
2.953510,866.28,816.07,14.20
2.969137,871.09,809.16,15.26
2.984764,864.43,801.48,15.26
3.000391,856.21,796.40,14.80
3.016018,858.74,797.33,16.38
3.031645,857.06,796.45,10.13
3.047272,853.82,799.02,15.93
3.062899,862.38,799.19,17.87
3.078526,866.63,808.68,10.90
3.094153,870.28,809.22,17.02
3.109780,880.59,820.25,14.24
3.125407,892.99,839.65,14.12
3.141034,900.87,849.09,12.55
3.156661,913.93,865.57,11.70
3.172288,920.34,876.48,16.88
3.187915,934.60,893.07,17.40
3.203542,943.50,904.84,13.76
3.219169,950.75,918.64,14.88
3.234796,955.55,923.91,15.59
3.250423,965.76,931.02,16.25
3.266050,963.54,929.79,13.54
3.281677,965.39,926.53,16.42
3.297304,964.62,929.60,15.31
3.312931,958.77,919.19,16.13
3.328558,951.20,913.53,15.27
3.344185,944.26,900.25,18.11
3.359812,934.75,893.40,16.90
3.375440,920.19,883.12,13.26
3.391067,921.06,878.26,13.81
3.406694,910.54,868.10,12.69
3.422321,911.47,857.69,16.88
3.437948,903.91,849.49,11.33
3.453575,900.93,849.85,11.58
3.469202,890.07,846.07,15.68
3.484829,894.21,840.09,13.29
3.500456,892.54,833.62,16.69
3.516083,896.44,830.56,14.87
3.531710,886.78,834.15,15.96
3.547337,881.27,833.06,13.40
3.562964,883.48,826.62,14.07
3.578591,876.40,819.09,12.42
3.594218,871.73,811.83,16.08
3.609845,866.66,807.16,15.03
3.625472,866.09,802.17,13.49
3.641099,858.42,797.18,17.84
3.656726,857.95,798.93,13.01
3.672353,854.59,800.07,16.82
3.687980,858.31,796.83,15.71
3.703607,859.46,800.70,12.40
3.719234,867.39,815.45,12.38
3.734861,875.55,816.91,13.11
3.750488,881.69,826.19,16.97
3.766115,894.68,841.45,14.37
3.781742,913.01,858.10,15.18
3.797369,918.78,872.11,13.36
3.812996,931.46,885.00,13.72
3.828624,939.73,902.33,16.47
3.844251,948.94,916.57,15.05
3.859878,965.68,916.87,11.40
3.875505,964.17,922.34,11.30
3.891132,969.15,934.09,12.64
3.906759,969.23,929.96,17.84
3.922386,959.75,924.50,10.48
3.938013,965.54,927.87,18.64
3.953640,953.82,910.44,16.90
3.969267,947.98,906.80,19.84
3.984894,942.29,897.61,15.43
4.000521,931.46,886.48,14.49
4.016148,922.18,881.14,16.53
4.031775,920.58,875.63,15.25
4.047402,912.29,857.00,16.12
4.063029,907.64,848.94,15.60
4.078656,900.62,846.87,14.48
4.094283,898.60,843.50,14.91
4.109910,900.71,839.61,17.51
4.125537,891.06,838.97,11.01
4.141164,889.19,836.12,17.13
4.156791,894.34,831.38,14.53
4.172418,880.37,824.08,14.29
4.188045,885.41,824.97,15.39
4.203672,879.13,817.17,17.78
4.219299,879.64,814.56,12.53
4.234926,869.96,807.20,17.83
4.250553,864.38,804.92,12.83
4.266180,858.66,798.99,17.09
4.281808,856.70,798.63,11.83
4.297435,855.87,796.77,16.28
4.313062,857.52,801.53,16.89
4.328689,860.76,804.55,15.63
4.344316,865.83,809.23,15.86
4.359943,877.79,813.12,15.29
4.375570,887.80,824.40,14.47
4.391197,890.60,836.66,13.38
4.406824,908.43,853.06,11.99
4.422451,915.77,864.70,13.86
4.438078,927.14,880.20,13.14
4.453705,941.07,895.50,17.27
4.469332,945.12,904.10,14.40
4.484959,960.26,922.58,15.82
4.500586,960.33,921.78,14.19
4.516213,962.57,931.04,16.79
4.531840,957.55,927.62,16.62
4.547467,970.46,927.24,16.56
4.563094,961.76,926.72,12.57
4.578721,955.81,925.73,14.52
4.594348,950.27,910.58,17.31
4.609975,944.22,902.51,16.55
4.625602,931.76,891.16,11.61
4.641229,921.09,880.85,14.89
4.656856,923.54,876.58,16.58
4.672483,917.90,861.36,13.41
4.688110,909.34,862.15,16.25
4.703737,904.81,848.77,12.97
4.719365,897.57,851.32,13.21
4.734992,900.63,845.00,16.16
4.750619,895.85,842.77,12.70
4.766246,889.71,839.67,14.65
4.781873,892.88,835.25,17.28
4.797500,886.29,830.33,15.17
4.813127,883.17,828.62,12.26
4.828754,881.33,823.24,16.16
4.844381,877.55,817.92,16.69
4.860008,868.78,813.22,15.05
4.875635,863.54,807.96,12.18
4.891262,862.71,801.36,15.35
4.906889,858.28,796.11,13.63
4.922516,854.73,795.18,19.87
4.938143,853.39,795.20,14.14
4.953770,865.08,803.23,12.82
4.969397,858.94,801.01,17.36
4.985024,868.70,812.00,15.36
5.000651,876.38,821.71,14.64
5.016278,887.58,832.41,17.33
5.031905,895.55,845.91,12.53
5.047532,909.40,860.18,15.72
5.063159,919.76,877.53,15.62
5.078786,930.98,888.57,12.90
5.094413,939.02,907.01,14.57
5.110040,950.82,916.99,12.70
5.125667,961.28,918.30,12.21
5.141294,964.21,926.37,13.67
5.156921,961.67,929.08,13.33
5.172549,964.49,925.52,13.56
5.188176,967.48,927.56,16.58
5.203803,958.55,924.01,16.54
5.219430,952.28,915.29,13.86
5.235057,948.83,905.28,17.64
5.250684,941.14,900.02,13.72
5.266311,931.16,887.93,14.98
5.281938,923.55,879.04,15.45
5.297565,913.50,869.40,13.34
5.313192,916.92,862.10,16.33
5.328819,910.79,856.07,9.43
5.344446,902.87,849.26,15.57
5.360073,896.52,844.70,10.73
5.375700,900.95,843.13,17.26
5.391327,895.59,840.99,10.94
5.406954,890.82,834.57,13.87
5.422581,890.82,839.64,13.93
5.438208,888.64,832.25,15.43
5.453835,883.06,825.02,14.13
5.469462,875.99,817.10,15.00
5.485089,878.05,813.00,17.32
5.500716,868.65,807.46,15.01
5.516343,867.12,802.54,18.68
5.531970,860.23,800.44,16.36
5.547597,860.36,796.23,14.80
5.563224,860.05,802.00,17.88
5.578851,860.63,801.16,14.19
5.594478,865.28,802.79,14.94
5.610105,869.85,813.33,15.85
5.625733,876.26,817.10,16.91
5.641360,877.73,826.85,10.24
5.656987,891.09,839.00,16.03
5.672614,907.64,855.32,16.30
5.688241,916.67,869.28,15.78
5.703868,930.48,880.93,16.18
5.719495,946.03,896.16,13.75
5.735122,951.97,910.93,16.69
5.750749,957.84,916.39,13.89
5.766376,967.68,929.00,15.18
5.782003,969.10,933.88,11.58
5.797630,965.70,927.92,14.85
5.813257,969.72,929.68,14.22
5.828884,959.94,926.67,15.87
5.844511,960.54,919.52,14.45
5.860138,950.91,911.43,17.38
5.875765,946.86,904.11,13.42
5.891392,935.99,893.45,12.79
5.907019,931.10,884.20,14.64
5.922646,926.52,873.18,16.49
5.938273,917.04,868.73,17.38
5.953900,911.97,858.55,17.60
5.969527,910.54,851.86,14.92
5.985154,899.64,848.94,19.53
6.000781,902.74,844.71,14.36
6.016408,897.91,837.74,15.30
6.032035,894.44,840.80,15.27
6.047662,887.07,836.95,18.73
6.063289,887.19,830.16,14.90
6.078917,885.53,823.34,13.98
6.094544,883.37,825.06,15.23
6.110171,884.03,818.90,15.38
6.125798,876.11,811.25,13.44
6.141425,874.49,804.69,12.85
6.157052,860.59,806.63,17.56
6.172679,857.87,799.07,16.18
6.188306,861.24,801.95,12.86
6.203933,861.15,797.00,13.74
6.219560,861.49,807.40,15.12
6.235187,868.56,804.03,14.62
6.250814,871.20,807.19,15.00
6.266441,874.15,817.91,15.79
6.282068,884.86,833.26,13.46
6.297695,898.99,848.81,18.75
6.313322,910.83,862.69,16.27
6.328949,922.65,871.47,13.26
6.344576,933.52,883.35,17.10
6.360203,941.73,903.84,14.55
6.375830,957.64,910.08,10.81
6.391457,963.39,920.18,14.92
6.407084,965.61,924.74,13.47
6.422711,967.26,933.60,16.16
6.438338,962.70,931.10,16.38
6.453965,966.32,931.23,17.38
6.469592,956.12,924.19,19.55
6.485219,959.64,915.81,16.58
6.500846,952.10,904.46,18.04
6.516473,946.25,897.06,14.58
6.532101,934.80,890.29,14.88
6.547728,931.11,876.44,15.20
6.563355,925.56,876.89,14.47
6.578982,919.02,860.89,17.16
6.594609,908.54,860.56,15.74
6.610236,906.99,851.32,14.51
6.625863,905.15,846.09,16.94
6.641490,892.62,844.04,16.61
6.657117,896.70,841.96,14.64
6.672744,893.77,837.80,17.00
6.688371,885.16,830.60,18.72
6.703998,891.60,827.58,15.67
6.719625,886.20,824.64,16.72
6.735252,873.35,823.36,17.67
6.750879,872.21,808.03,16.98
6.766506,870.80,812.85,17.52
6.782133,870.61,809.23,17.35
6.797760,866.97,804.76,14.44
6.813387,861.34,797.66,15.02
6.829014,856.35,795.12,15.91
6.844641,860.41,796.48,11.65
6.860268,863.72,804.56,16.39
6.875895,869.02,800.37,13.14
6.891522,877.78,817.84,13.45
6.907149,887.26,821.98,15.40
6.922776,889.09,836.53,15.35
6.938403,906.22,850.06,14.24
6.954030,915.43,865.76,13.48
6.969658,927.90,885.47,15.48
6.985285,938.22,893.27,13.95
7.000912,948.67,911.60,13.19
7.016539,957.03,918.98,14.44
7.032166,961.71,928.06,14.10
7.047793,964.69,931.09,15.62
7.063420,970.06,930.10,10.98
7.079047,966.11,931.56,16.16
7.094674,962.66,926.05,15.37
7.110301,958.76,916.58,17.25
7.125928,955.43,912.19,13.51
7.141555,944.24,902.07,18.75
7.157182,936.56,891.56,18.33
7.172809,936.72,885.52,18.57
7.188436,927.42,869.92,14.69
7.204063,920.36,861.59,14.50
7.219690,915.28,859.43,13.96
7.235317,908.13,856.21,13.82
7.250944,901.59,847.45,13.09
7.266571,905.92,852.24,17.14
7.282198,900.62,844.62,12.55
7.297825,890.67,839.34,14.75
7.313452,894.15,835.22,13.75
7.329079,891.61,829.43,14.72
7.344706,882.11,828.95,17.53
7.360333,878.49,821.82,19.00
7.375960,876.37,817.16,14.05
7.391587,876.90,813.58,13.57
7.407214,867.73,807.16,15.10
7.422842,861.41,800.71,16.82
7.438469,862.34,800.36,13.32
7.454096,861.61,798.05,14.80
7.469723,860.51,794.43,16.57
7.485350,862.86,797.25,14.79
7.500977,872.53,801.33,15.63
7.516604,875.42,811.24,12.65
7.532231,875.36,820.30,18.11
7.547858,888.29,832.47,14.33
7.563485,893.03,841.70,13.95
7.579112,910.94,859.42,17.27
7.594739,921.96,874.17,15.02
7.610366,933.55,889.91,12.94
7.625993,942.50,900.80,14.66
7.641620,956.25,910.33,17.01
7.657247,960.80,922.23,14.64
7.672874,968.00,933.11,12.22
7.688501,967.16,932.50,15.08
7.704128,969.18,931.05,17.93
7.719755,964.40,927.94,12.37
7.735382,960.65,922.86,17.51
7.751009,959.18,906.73,16.62
7.766636,954.97,902.86,20.52
7.782263,936.98,899.37,15.19
7.797890,928.89,887.83,15.98
7.813517,924.63,877.16,17.87
7.829144,919.16,868.42,16.25
7.844771,917.91,864.04,12.28
7.860398,904.94,854.31,14.50
7.876026,905.50,851.39,13.96
7.891653,900.46,847.66,16.56
7.907280,897.36,834.84,15.41
7.922907,892.01,841.97,13.84
7.938534,896.01,835.28,14.45
7.954161,882.63,830.17,16.56
7.969788,890.82,831.16,14.26
7.985415,882.71,821.16,18.58
8.001042,879.39,819.13,15.79
8.016669,875.04,813.36,16.02
8.032296,873.69,810.02,14.70
8.047923,862.25,802.03,14.74
8.063550,857.51,799.91,16.64
8.079177,858.85,791.53,16.04
8.094804,865.71,800.32,14.67
8.110431,858.20,799.12,16.37
8.126058,862.06,801.03,15.00
8.141685,872.17,800.05,15.11
8.157312,876.81,813.54,16.61
8.172939,884.70,823.01,17.73
8.188566,891.38,839.52,14.63
8.204193,905.14,849.17,15.04
8.219820,924.02,863.12,13.09
8.235447,929.09,873.71,11.55
8.251074,937.88,891.35,14.15
8.266701,951.76,905.77,15.53
8.282328,959.99,913.26,13.85
8.297955,967.09,924.07,13.93
8.313582,967.21,927.00,14.96
8.329210,970.18,926.85,13.74
8.344837,964.71,931.08,17.07
8.360464,963.73,926.42,13.83
8.376091,957.78,919.45,14.23
8.391718,951.53,910.01,14.91
8.407345,942.63,898.89,17.31
8.422972,938.97,894.86,15.87
8.438599,931.07,885.13,12.92
8.454226,918.14,873.57,14.44
8.469853,917.19,866.34,12.67
8.485480,912.61,858.63,11.58
8.501107,907.45,851.58,16.23
8.516734,905.78,847.30,11.67
8.532361,901.16,845.02,17.05
8.547988,889.50,844.22,14.73
8.563615,896.55,841.13,13.22
8.579242,894.68,832.27,15.46
8.594869,890.95,825.19,16.41
8.610496,883.91,827.78,12.55
8.626123,879.62,816.99,13.82
8.641750,882.08,818.08,12.55
8.657377,874.67,809.90,15.20
8.673004,869.46,801.63,15.17
8.688631,864.60,803.00,16.63
8.704258,861.63,799.27,15.49
8.719885,863.64,794.95,15.98
8.735512,860.61,796.91,17.00
8.751139,863.07,795.62,16.23
8.766767,862.64,796.29,15.01
8.782394,871.02,810.76,16.18
8.798021,883.60,816.57,14.35
8.813648,885.77,831.08,14.30
8.829275,903.88,841.01,12.19
8.844902,914.31,856.95,13.41
8.860529,922.58,869.79,13.39
8.876156,933.10,885.12,12.55
8.891783,940.74,903.22,13.87
8.907410,951.52,912.60,18.16
8.923037,959.80,921.94,13.47
8.938664,971.68,922.18,11.80
8.954291,967.77,926.20,15.75
8.969918,970.68,931.07,15.36
8.985545,966.53,926.90,17.49
9.001172,962.47,916.66,19.75
9.016799,950.30,919.21,13.19
9.032426,952.76,907.96,15.54
9.048053,943.61,900.48,13.24
9.063680,931.47,888.11,15.79
9.079307,924.26,881.77,12.20
9.094934,920.22,872.26,15.06
9.110561,913.91,864.39,14.72
9.126188,908.65,852.81,17.04
9.141815,902.86,846.72,15.68
9.157442,901.67,842.85,13.97
9.173069,896.76,848.14,14.77
9.188696,901.36,841.99,14.53
9.204323,896.29,838.37,14.67
9.219951,891.51,830.83,10.50
9.235578,887.41,825.15,11.03
9.251205,885.73,821.19,13.96
9.266832,873.84,816.30,15.86
9.282459,879.67,812.80,15.33
9.298086,870.22,808.20,13.31
9.313713,867.21,805.99,12.78
9.329340,862.36,794.41,15.76
9.344967,862.10,797.87,15.76
9.360594,858.39,790.86,13.60
9.376221,863.57,794.41,14.20
9.391848,863.68,796.56,10.39
9.407475,869.79,806.37,16.05
9.423102,871.96,812.50,12.83
9.438729,881.75,821.43,13.53
9.454356,894.38,833.88,17.09
9.469983,900.53,848.34,13.81
9.485610,914.60,859.29,16.55
9.501237,926.72,880.88,11.65
9.516864,937.49,888.85,15.71
9.532491,941.53,906.92,13.77
9.548118,958.59,911.72,16.47
9.563745,958.86,923.17,14.09
9.579372,966.09,926.92,13.14
9.594999,969.93,932.34,14.27
9.610626,969.83,929.40,16.17
9.626253,961.90,916.59,14.71
9.641880,955.06,921.30,13.66
9.657507,951.41,909.57,12.20
9.673135,945.63,901.23,15.09
9.688762,935.14,887.66,13.09
9.704389,931.07,878.88,16.26
9.720016,926.13,871.51,18.00
9.735643,917.46,867.49,15.32
9.751270,915.06,859.83,18.50
9.766897,908.14,852.27,16.30
9.782524,902.21,845.94,16.87
9.798151,895.97,845.97,12.55
9.813778,892.91,843.78,15.60
9.829405,890.59,839.94,17.02
9.845032,890.03,834.17,14.32
9.860659,886.35,830.26,16.08
9.876286,888.01,829.67,17.28
9.891913,885.64,821.58,16.61
9.907540,874.76,816.85,15.99
9.923167,874.25,807.68,15.67
9.938794,869.46,809.30,11.93
9.954421,865.15,797.13,15.77
9.970048,860.11,793.60,18.99
9.985675,865.01,794.93,13.11
10.001302,856.08,796.48,19.85
10.016929,852.23,794.81,17.08
10.032556,865.10,802.60,12.61
10.048183,866.31,805.17,15.51
10.063810,873.66,816.53,14.33
10.079437,884.60,825.79,17.73
10.095064,897.03,843.88,12.04
10.110691,910.27,855.52,10.81
10.126319,917.53,874.58,15.68
10.141946,936.26,891.45,16.64
10.157573,943.07,898.22,15.95
10.173200,953.46,914.84,15.14
10.188827,959.76,918.92,17.02
10.204454,964.22,928.43,14.95
10.220081,962.43,928.41,13.17
10.235708,968.57,926.99,12.56
10.251335,963.38,926.79,14.61
10.266962,958.08,921.14,16.52
10.282589,957.06,918.49,17.16
10.298216,949.47,906.11,16.31
10.313843,938.29,889.46,16.85
10.329470,941.05,884.15,17.17
10.345097,925.34,875.96,13.49
10.360724,922.68,867.13,16.93
10.376351,909.86,861.26,14.07
10.391978,906.77,849.95,13.68
10.407605,904.91,847.82,11.50
10.423232,900.18,841.07,10.16
10.438859,893.48,842.32,14.24
10.454486,895.95,840.47,13.63
10.470113,890.78,831.91,15.23
10.485740,887.00,835.47,16.65
10.501367,884.37,830.64,13.54
10.516994,885.49,816.77,13.99
10.532621,878.10,815.58,14.90
10.548248,873.25,816.34,15.26
10.563876,866.88,806.67,14.40
10.579503,867.29,799.84,9.93
10.595130,863.69,800.22,14.40
10.610757,856.80,796.26,15.50
10.626384,861.87,791.44,16.31
10.642011,860.26,796.04,14.15
10.657638,857.97,798.09,12.44
10.673265,868.11,803.72,15.37
10.688892,878.37,817.67,16.14
10.704519,883.70,820.47,17.12
10.720146,886.56,834.41,13.14
10.735773,900.51,848.70,15.04
10.751400,914.90,861.61,14.05
10.767027,924.26,876.00,15.24
10.782654,937.97,887.76,11.78
10.798281,946.40,902.29,14.13
10.813908,961.61,915.12,18.21
10.829535,962.55,920.08,16.00
10.845162,960.78,925.89,14.37
10.860789,965.86,928.82,15.47
10.876416,968.33,925.57,17.74
10.892043,963.21,927.98,16.84
10.907670,957.63,922.15,14.02
10.923297,956.71,907.63,16.24
10.938924,943.87,901.08,15.16
10.954551,932.93,891.95,12.44
10.970178,923.44,882.54,12.66
10.985805,924.70,871.13,18.23
11.001432,917.99,866.06,13.66
11.017060,904.99,858.26,12.25
11.032687,906.17,854.19,18.36
11.048314,897.59,850.91,12.17
11.063941,896.46,841.01,15.70
11.079568,894.52,840.24,14.08
11.095195,888.19,834.24,10.32
11.110822,890.32,833.50,12.45
11.126449,883.78,831.45,13.75
11.142076,884.84,823.15,12.09
11.157703,880.93,816.67,16.30
11.173330,872.25,815.20,15.82
11.188957,863.99,808.23,13.89
11.204584,868.04,803.66,16.59
11.220211,861.75,797.20,15.97
11.235838,865.46,792.40,16.18
11.251465,858.72,791.55,16.76
11.267092,856.52,794.00,15.13
11.282719,859.85,791.33,16.01
11.298346,860.06,794.10,15.03
11.313973,864.97,804.42,16.44
11.329600,873.51,813.18,15.04
11.345227,885.54,833.15,12.91
11.360854,893.88,835.86,15.11
11.376481,914.83,853.30,18.42
11.392108,916.43,865.59,18.67
11.407735,932.26,881.74,15.20
11.423362,939.63,897.30,16.85
11.438989,949.84,905.19,14.58
11.454616,956.04,915.29,16.13
11.470244,961.49,919.64,11.72
11.485871,961.23,927.19,12.69
11.501498,965.72,924.42,13.38
11.517125,958.88,927.74,11.37
11.532752,954.07,919.83,9.55
11.548379,957.35,914.54,16.08
11.564006,942.77,905.11,13.47
11.579633,936.23,894.92,13.90
11.595260,935.86,887.53,13.41
11.610887,922.10,879.69,12.10
11.626514,916.49,865.11,13.71
11.642141,908.68,857.22,12.60
11.657768,902.72,854.57,14.96
11.673395,898.22,852.59,15.33
11.689022,902.20,844.45,13.69
11.704649,900.72,835.40,14.63
11.720276,892.87,834.71,12.44
11.735903,886.24,840.09,15.24
11.751530,886.44,826.18,15.67
11.767157,888.08,823.67,13.45
11.782784,883.33,814.65,18.10
11.798411,876.44,817.12,13.57
11.814038,872.68,810.76,13.57
11.829665,866.39,805.52,10.81
11.845292,862.15,798.69,16.08
11.860919,864.48,799.71,13.97
11.876546,862.43,789.93,13.63
11.892173,855.31,793.00,17.20
11.907800,853.98,794.29,15.54
11.923428,858.40,793.04,17.22
11.939055,857.65,797.20,15.59
11.954682,871.36,813.96,18.60
11.970309,881.45,821.22,12.07
11.985936,887.19,834.11,13.05
12.001563,900.41,845.61,13.79
12.017190,914.58,859.25,18.32
12.032817,919.25,877.61,14.75
12.048444,929.86,889.03,15.02
12.064071,944.61,905.16,15.51
12.079698,951.03,912.16,17.03
12.095325,959.35,913.69,14.49
12.110952,958.65,923.93,17.30
12.126579,966.10,924.09,15.99
12.142206,974.55,927.77,12.38
12.157833,960.54,917.15,17.35
12.173460,952.72,910.78,14.53
12.189087,944.73,910.64,13.75
12.204714,946.37,894.24,16.41
12.220341,933.01,888.08,13.38
12.235968,924.93,878.26,17.48
12.251595,918.79,864.56,16.42
12.267222,913.23,860.57,16.23
12.282849,910.03,853.62,14.53
12.298476,905.89,846.53,13.38
12.314103,898.18,846.36,15.90
12.329730,897.93,836.23,15.43
12.345357,891.39,836.29,18.34
12.360985,894.50,833.53,12.97
12.376612,892.08,823.74,13.65
12.392239,885.38,824.32,16.52
12.407866,877.12,825.87,14.18
12.423493,876.32,816.38,14.17
12.439120,873.01,809.27,15.32
12.454747,866.86,802.34,14.94
12.470374,865.13,800.97,14.95
12.486001,862.20,794.72,11.24
12.501628,859.99,796.69,14.21
12.517255,859.97,798.06,18.21
12.532882,860.75,794.26,11.19
12.548509,860.50,791.44,11.50
12.564136,861.34,796.45,16.63
12.579763,869.65,808.28,12.19
12.595390,869.64,809.67,14.76
12.611017,883.65,829.84,13.43
12.626644,891.17,839.76,16.71
12.642271,903.26,844.45,15.15
12.657898,913.03,860.01,11.65
12.673525,920.98,878.08,17.06
12.689152,937.07,895.75,13.25
12.704779,949.53,902.57,15.55
12.720406,958.27,914.27,16.16
12.736033,958.35,919.39,16.45
12.751660,966.13,925.39,17.51
12.767287,964.38,922.95,15.43
12.782914,953.17,920.49,16.53
12.798541,959.99,917.41,12.85
