timestamp,ppg_red,ppg_infrared,ppg_ambient
5.297427,970.91,930.04,13.43
5.313053,969.94,930.35,13.80
5.328680,966.52,928.79,14.78
5.344307,970.66,926.56,15.76
5.359933,967.73,921.51,14.72
5.375560,960.69,918.88,15.75
5.391187,955.79,914.32,13.65
5.406813,950.63,910.12,18.23
5.422440,940.75,900.93,12.09
5.438066,938.59,893.78,15.45
5.453693,940.64,887.38,17.66
5.469320,925.23,875.81,15.72
5.484946,920.62,867.97,14.55
5.500573,914.56,865.71,15.24
5.516200,912.42,862.69,15.49
5.531826,909.47,856.86,18.25
5.547453,905.23,857.24,17.66
5.563079,898.14,848.89,17.32
5.578706,901.38,847.61,19.58
5.594333,892.93,846.90,12.37
5.609959,900.18,845.48,13.16
5.625586,891.85,833.99,17.77
5.641213,893.32,839.85,13.24
5.656839,888.46,834.09,13.40
5.672466,890.79,830.47,17.76
5.688093,887.04,827.16,10.31
5.703719,881.00,824.50,12.09
5.719346,878.53,823.11,10.93
5.734972,875.48,812.65,12.87
5.750599,873.65,811.94,14.05
5.766226,869.01,811.42,16.03
5.781852,865.71,808.02,13.50
5.797479,863.56,802.23,19.62
5.813106,863.91,800.52,17.90
5.828732,856.17,796.80,15.91
5.844359,856.99,800.44,15.72
5.859985,857.88,792.89,17.21
5.875612,856.98,800.00,12.84
5.891239,858.68,800.06,14.07
5.906865,863.00,804.26,14.47
5.922492,866.57,809.78,12.73
5.938119,876.26,817.96,14.81
5.953745,880.85,823.93,15.53
5.969372,886.05,832.00,18.76
5.984998,891.03,838.66,17.30
6.000625,901.64,848.84,14.89
6.016252,920.65,862.12,18.34
6.031878,924.16,871.32,11.71
6.047505,933.37,888.08,15.70
6.063132,942.06,892.48,17.22
6.078758,948.46,902.93,14.96
6.094385,957.35,906.47,13.01
6.110011,959.89,921.46,15.95
6.125638,968.19,924.75,13.75
6.141265,967.27,926.96,15.99
6.156891,973.29,939.34,16.25
6.172518,974.13,932.46,16.88
6.188145,974.26,927.94,15.31
6.203771,969.56,929.21,15.87
6.219398,966.20,924.62,15.00
6.235024,960.10,923.62,14.17
6.250651,957.46,916.75,17.41
6.266278,956.72,905.25,17.29
6.281904,947.02,902.40,13.43
6.297531,936.25,891.70,15.15
6.313158,933.63,892.15,15.32
6.328784,929.60,875.29,13.66
6.344411,918.00,875.59,15.43
6.360038,912.59,866.08,17.10
6.375664,915.65,862.23,15.19
6.391291,904.91,858.89,16.06
6.406917,908.89,853.97,15.29
6.422544,904.27,848.41,13.25
6.438171,898.87,844.93,13.35
6.453797,895.05,840.29,15.91
6.469424,893.35,838.80,17.99
6.485051,897.61,834.16,10.87
6.500677,893.44,838.29,16.35
6.516304,890.71,828.42,14.04
6.531930,883.60,828.94,15.57
6.547557,886.72,823.82,16.95
6.563184,881.95,828.84,16.79
6.578810,877.63,819.09,13.99
6.594437,880.54,818.62,17.66
6.610064,870.01,813.60,15.48
6.625690,870.47,810.89,19.56
6.641317,867.23,808.19,15.82
6.656943,860.03,804.95,13.57
6.672570,861.52,801.44,18.63
6.688197,856.43,799.97,16.16
6.703823,852.64,795.46,17.95
6.719450,857.11,795.64,14.81
6.735077,854.86,797.53,16.15
6.750703,861.44,801.01,14.42
6.766330,862.49,797.41,11.56
6.781956,867.94,810.70,13.92
6.797583,870.68,812.18,12.83
6.813210,876.58,822.80,17.83
6.828836,887.40,829.25,12.97
6.844463,898.13,840.62,13.89
6.860090,904.36,849.37,16.50
6.875716,910.77,863.81,17.40
6.891343,922.73,868.27,17.50
6.906969,934.10,884.61,18.59
6.922596,940.56,890.41,15.29
6.938223,947.99,904.98,16.24
6.953849,959.43,906.86,17.80
6.969476,959.09,920.93,18.48
6.985103,963.45,925.97,13.79
7.000729,965.94,928.33,15.50
7.016356,971.39,926.00,17.07
7.031982,971.28,936.96,11.33
7.047609,972.62,930.32,14.67
7.063236,966.06,927.01,15.55
7.078862,966.17,922.48,14.35
7.094489,964.81,923.23,15.95
7.110116,956.80,913.75,12.76
7.125742,950.29,909.75,14.72
7.141369,947.76,898.02,17.78
7.156996,942.68,891.92,13.35
7.172622,934.79,883.24,11.64
7.188249,932.24,884.16,16.97
7.203875,925.72,878.70,16.00
7.219502,922.79,869.11,15.38
7.235129,911.90,863.57,13.64
7.250755,913.79,859.55,14.28
7.266382,909.01,852.56,15.22
7.282009,905.16,849.29,14.49
7.297635,900.02,849.20,15.51
7.313262,897.73,842.69,11.20
7.328888,900.72,841.49,18.84
7.344515,896.22,835.25,15.95
7.360142,892.76,839.92,17.88
7.375768,887.93,835.99,15.26
7.391395,887.66,833.99,17.42
7.407022,891.88,825.55,13.92
7.422648,878.38,823.15,12.30
7.438275,878.71,825.73,12.56
7.453901,879.59,820.42,17.56
7.469528,871.56,818.85,16.41
7.485155,872.79,811.54,14.22
7.500781,864.63,808.63,13.96
7.516408,864.10,801.49,16.54
7.532035,862.78,801.40,15.19
7.547661,860.02,801.64,16.18
7.563288,858.99,793.90,19.09
7.578914,861.70,793.57,16.16
7.594541,854.76,794.13,14.35
7.610168,866.73,800.15,12.84
7.625794,863.84,798.42,13.03
7.641421,868.82,806.30,15.78
7.657048,872.58,811.31,14.29
7.672674,877.78,815.26,17.80
7.688301,883.65,824.73,15.57
7.703927,896.41,836.18,17.70
7.719554,896.81,845.43,11.91
7.735181,907.61,854.26,14.21
7.750807,915.14,864.89,17.42
7.766434,926.26,875.49,16.37
7.782061,932.69,889.81,14.77
7.797687,947.24,895.20,14.56
7.813314,953.00,900.68,14.51
7.828941,962.94,918.05,12.55
7.844567,962.26,924.50,13.59
7.860194,971.46,926.74,16.13
7.875820,975.53,928.61,10.59
7.891447,973.68,930.97,14.29
7.907074,969.93,934.24,13.56
7.922700,973.69,926.73,14.96
7.938327,966.49,930.21,12.35
7.953954,961.52,922.85,17.08
7.969580,956.89,912.00,13.32
7.985207,960.22,915.02,14.12
8.000833,957.05,903.75,16.93
8.016460,944.21,897.47,16.81
8.032087,939.94,887.82,15.02
8.047713,927.65,886.26,17.43
8.063340,926.28,880.31,15.21
8.078967,919.47,872.59,17.05
8.094593,914.52,871.19,17.01
8.110220,912.93,856.76,13.68
8.125846,910.20,852.28,14.38
8.141473,904.88,850.08,16.10
8.157100,902.98,847.20,13.86
8.172726,901.71,841.53,13.58
8.188353,892.46,839.20,16.66
8.203980,894.22,840.45,14.32
8.219606,887.85,845.97,16.93
8.235233,893.06,841.04,15.93
8.250859,890.70,829.85,15.14
8.266486,882.71,832.16,14.34
8.282113,886.84,825.32,15.07
8.297739,881.41,820.90,13.91
8.313366,874.13,823.77,15.66
8.328993,875.52,811.24,15.65
8.344619,871.72,810.06,14.62
8.360246,867.60,808.46,14.54
8.375872,870.19,808.53,15.24
8.391499,858.58,799.37,17.22
8.407126,861.74,792.27,10.94
8.422752,862.59,794.96,18.34
8.438379,855.33,795.71,21.78
8.454006,857.14,797.42,13.23
8.469632,858.92,793.49,18.50
8.485259,861.20,794.77,13.17
8.500886,866.35,803.57,14.45
8.516512,864.45,811.15,14.19
8.532139,873.54,819.76,12.47
8.547765,887.26,820.87,14.03
8.563392,887.60,835.58,12.60
8.579019,896.49,848.95,11.50
8.594645,908.15,855.73,13.00
8.610272,910.70,861.25,12.85
8.625899,921.89,873.59,19.20
8.641525,932.04,883.76,15.82
8.657152,942.08,893.70,13.32
8.672778,949.34,902.17,15.71
8.688405,956.67,910.27,13.49
8.704032,958.31,916.69,18.43
8.719658,967.22,918.05,15.33
8.735285,970.34,923.46,12.47
8.750912,964.34,926.86,11.78
8.766538,972.12,930.15,17.61
8.782165,973.36,929.03,17.83
8.797791,968.87,928.40,18.58
8.813418,967.49,925.25,13.04
8.829045,963.20,925.13,13.38
8.844671,953.82,913.15,15.68
8.860298,956.90,908.31,16.94
8.875925,946.30,901.27,15.76
8.891551,940.61,896.61,10.82
8.907178,929.59,886.57,18.78
8.922804,924.86,881.73,16.87
8.938431,919.71,872.47,13.26
8.954058,917.78,869.25,15.02
8.969684,914.87,861.91,15.81
8.985311,908.90,859.65,15.24
9.000938,904.77,846.69,13.07
9.016564,902.20,848.88,18.10
9.032191,904.70,845.61,16.44
9.047817,896.79,839.96,13.04
9.063444,895.68,838.24,13.72
9.079071,885.30,839.96,18.38
9.094697,888.87,834.92,17.42
9.110324,888.90,833.21,15.90
9.125951,889.00,833.30,16.54
9.141577,888.91,830.92,15.52
9.157204,880.77,827.25,13.59
9.172831,879.52,823.76,17.23
9.188457,874.27,810.78,14.99
9.204084,872.39,811.81,12.86
9.219710,867.11,808.75,15.80
9.235337,865.61,802.41,15.83
9.250964,863.90,801.59,18.14
9.266590,861.45,800.20,13.41
9.282217,858.05,795.43,13.54
9.297844,858.92,794.24,13.77
9.313470,856.22,796.29,16.02
9.329097,859.33,793.44,16.53
9.344723,861.72,794.86,17.21
9.360350,865.33,798.57,14.78
9.375977,869.37,808.96,13.42
9.391603,872.12,812.26,13.99
9.407230,876.56,816.87,16.33
9.422857,884.67,832.14,13.03
9.438483,893.69,836.09,15.83
9.454110,906.72,848.78,15.18
9.469736,911.86,857.93,14.79
9.485363,923.22,874.28,12.42
9.500990,933.70,880.55,13.58
9.516616,937.05,890.97,12.31
9.532243,945.31,901.38,15.44
9.547870,948.50,909.04,12.77
9.563496,962.37,912.07,13.98
9.579123,961.06,922.45,14.84
9.594749,970.06,926.70,13.74
9.610376,966.27,922.49,13.60
9.626003,967.57,930.68,14.60
9.641629,975.54,929.45,17.16
9.657256,966.90,929.46,12.14
9.672883,967.56,920.12,13.72
9.688509,963.79,919.48,13.58
9.704136,956.56,914.89,14.73
9.719762,945.65,907.04,11.28
9.735389,945.47,890.38,18.80
9.751016,939.69,896.80,14.75
9.766642,933.03,888.96,14.11
9.782269,931.39,881.81,15.17
9.797896,926.03,875.52,14.85
9.813522,915.00,873.11,14.44
9.829149,912.92,858.63,13.60
9.844775,910.90,854.88,12.84
9.860402,906.72,852.26,18.19
9.876029,903.57,845.60,14.26
9.891655,902.66,839.83,14.08
9.907282,898.14,843.17,13.89
9.922909,896.13,840.31,15.50
9.938535,895.69,834.73,13.16
9.954162,894.50,831.45,18.12
9.969789,885.52,831.26,17.10
9.985415,890.76,827.25,16.84
10.001042,885.00,822.20,13.21
10.016668,879.21,825.44,15.81
10.032295,876.46,821.91,11.83
10.047922,870.80,818.79,19.92
10.063548,875.98,813.01,18.90
10.079175,863.57,809.64,15.17
10.094802,869.37,804.37,16.53
10.110428,859.99,802.99,16.16
10.126055,861.16,798.06,17.26
10.141681,854.38,796.65,16.74
10.157308,854.05,793.91,17.78
10.172935,860.83,794.70,13.94
10.188561,861.80,787.84,13.99
10.204188,861.71,796.87,16.64
10.219815,856.75,807.31,17.85
10.235441,865.80,803.38,11.29
10.251068,867.93,813.23,12.36
10.266694,873.28,819.85,16.92
10.282321,886.70,825.80,14.42
10.297948,887.67,837.23,18.20
10.313574,901.79,853.32,11.76
10.329201,909.33,860.10,12.58
10.344828,912.56,867.43,14.04
10.360454,929.31,883.41,12.39
10.376081,935.13,884.27,15.59
10.391707,946.59,895.58,16.65
10.407334,953.27,904.43,10.90
10.422961,961.25,915.92,16.55
10.438587,958.22,919.43,18.30
10.454214,970.09,925.43,16.95
10.469841,964.42,926.27,14.77
10.485467,969.37,932.18,16.17
10.501094,971.15,928.14,15.40
10.516720,973.16,928.24,12.72
10.532347,965.54,923.70,13.64
10.547974,962.85,916.88,12.48
10.563600,959.37,913.69,19.59
10.579227,953.69,904.57,15.43
10.594854,945.50,904.73,11.96
10.610480,938.99,894.35,15.95
10.626107,931.80,881.79,17.63
10.641734,925.71,875.45,15.62
10.657360,923.85,875.31,15.50
10.672987,918.53,873.58,12.73
10.688613,912.59,860.67,16.58
10.704240,903.36,854.69,14.31
10.719867,906.67,849.57,14.57
10.735493,906.52,846.11,16.31
10.751120,902.48,841.60,16.09
10.766747,895.20,841.23,14.12
10.782373,898.82,835.03,14.81
10.798000,894.27,835.64,13.87
10.813626,887.94,834.90,12.81
10.829253,894.68,831.88,14.45
10.844880,884.29,827.72,16.92
10.860506,886.49,829.11,13.30
10.876133,880.28,825.51,12.91
10.891760,874.55,821.79,16.08
10.907386,877.79,816.93,14.55
10.923013,872.65,807.43,15.24
10.938639,869.95,812.63,13.56
10.954266,867.70,810.39,11.35
10.969893,860.76,799.35,18.15
10.985519,855.71,801.55,17.45
11.001146,859.30,795.28,16.72
11.016773,851.78,790.99,15.71
11.032399,850.83,791.65,12.19
11.048026,852.97,793.43,15.10
11.063652,859.20,795.86,12.17
11.079279,862.28,796.18,15.38
11.094906,866.20,804.98,19.28
11.110532,867.43,811.17,13.85
11.126159,877.33,815.59,13.96
11.141786,881.18,818.57,14.32
11.157412,886.62,825.84,13.25
11.173039,891.95,839.09,13.55
11.188665,907.92,853.09,14.15
11.204292,909.41,860.58,14.42
11.219919,925.00,867.09,16.26
11.235545,931.32,881.03,13.28
11.251172,940.22,893.91,14.44
11.266799,947.39,895.31,17.52
11.282425,954.80,917.19,17.79
11.298052,963.31,917.98,13.71
11.313679,963.36,924.64,13.59
11.329305,968.17,924.38,9.11
11.344932,967.38,928.34,15.44
11.360558,972.74,923.72,10.35
11.376185,968.12,930.79,17.48
11.391812,969.28,929.56,13.50
11.407438,963.31,920.10,13.67
11.423065,960.47,913.26,15.46
11.438692,954.53,909.93,16.29
11.454318,948.23,901.67,15.64
11.469945,943.80,894.57,15.73
11.485571,936.52,887.79,14.02
11.501198,931.04,881.30,12.84
11.516825,925.32,876.56,15.57
11.532451,919.94,873.82,16.18
11.548078,912.50,858.67,15.55
11.563705,908.82,862.92,14.12
11.579331,909.98,856.85,17.55
11.594958,901.21,849.91,14.86
11.610584,902.54,847.86,15.92
11.626211,898.36,840.84,12.13
11.641838,897.44,833.51,9.64
11.657464,888.49,834.13,16.53
11.673091,890.26,832.56,17.47
11.688718,890.39,829.82,15.06
11.704344,883.84,831.88,14.78
11.719971,886.04,826.91,14.52
11.735597,877.38,822.72,14.86
11.751224,879.80,815.03,16.16
11.766851,872.48,814.92,15.85
11.782477,871.25,816.70,11.13
11.798104,867.66,814.58,16.81
11.813731,866.04,805.86,11.32
11.829357,869.10,800.36,17.78
11.844984,864.74,798.66,14.08
11.860610,861.76,797.92,16.13
11.876237,854.48,795.76,15.75
11.891864,853.45,793.60,16.85
11.907490,850.45,788.69,15.57
11.923117,853.48,794.54,12.43
11.938744,858.30,796.29,13.56
11.954370,864.47,798.33,12.21
11.969997,861.27,798.55,10.67
11.985624,866.03,806.24,13.20
12.001250,881.27,824.78,13.36
12.016877,881.47,820.14,14.93
12.032503,889.85,832.77,13.49
12.048130,899.64,838.97,13.76
12.063757,905.89,852.37,16.90
12.079383,919.96,862.73,13.94
12.095010,921.69,874.43,15.96
12.110637,938.37,886.38,15.50
12.126263,943.73,891.76,15.37
12.141890,946.08,902.69,18.62
12.157516,959.19,913.55,13.13
12.173143,957.99,917.59,15.92
12.188770,967.56,917.98,19.05
12.204396,963.37,922.23,14.70
12.220023,968.26,921.46,12.89
12.235650,966.35,922.03,10.43
12.251276,965.75,924.51,12.72
12.266903,958.15,921.99,14.18
12.282529,961.96,916.40,14.21
12.298156,954.17,912.39,14.58
12.313783,944.00,901.86,15.70
12.329409,936.64,900.36,15.03
12.345036,941.72,895.62,16.08
12.360663,930.50,882.73,14.16
12.376289,925.17,877.63,12.68
12.391916,920.94,865.27,13.51
12.407542,911.12,863.22,13.36
12.423169,908.23,863.51,15.19
12.438796,914.55,854.20,15.39
12.454422,905.15,847.01,14.14
12.470049,899.31,846.83,16.42
12.485676,903.00,843.55,13.31
12.501302,891.42,842.56,12.23
12.516929,889.44,838.96,13.55
12.532555,891.51,836.29,14.65
12.548182,892.54,831.78,18.02
12.563809,886.54,825.77,13.09
12.579435,880.41,832.94,15.33
12.595062,880.01,818.81,12.06
12.610689,881.21,818.84,15.39
12.626315,875.68,816.27,19.13
12.641942,874.76,810.56,14.33
12.657568,868.24,810.00,19.58
12.673195,865.57,809.26,15.29
12.688822,866.49,800.50,15.67
12.704448,852.45,799.37,14.08
12.720075,855.30,796.64,16.60
12.735702,859.60,791.59,11.33
12.751328,852.67,791.82,14.73
12.766955,853.36,790.15,17.52
12.782582,855.23,789.80,12.74
12.798208,856.84,790.19,16.37
