timestamp,ppg_red,ppg_infrared,ppg_ambient
1.703347,870.63,817.01,10.73
1.718974,874.11,826.57,14.45
1.734601,883.12,829.40,16.22
1.750228,892.71,842.56,16.80
1.765855,903.15,853.77,12.24
1.781482,916.96,866.13,15.78
1.797109,916.36,874.00,14.41
1.812736,926.77,884.96,12.66
1.828363,936.84,892.16,13.02
1.843990,942.28,900.36,12.17
1.859617,950.82,912.43,13.90
1.875244,958.92,922.37,15.87
1.890871,960.24,924.77,15.33
1.906498,967.83,929.06,17.54
1.922125,965.13,927.95,14.48
1.937752,967.54,932.69,11.65
1.953379,970.52,928.40,13.29
1.969006,966.78,928.02,15.59
1.984633,957.39,928.85,15.82
2.000260,957.80,916.58,11.75
2.015887,951.35,911.51,15.07
2.031515,941.64,906.18,14.03
2.047142,942.05,896.92,15.32
2.062769,936.57,890.53,13.72
2.078396,929.62,885.14,15.68
2.094023,923.53,881.27,16.92
2.109650,924.54,876.00,15.43
2.125277,914.20,861.30,13.01
2.140904,907.73,863.26,11.91
2.156531,904.25,858.64,14.59
2.172158,900.46,845.89,16.57
2.187785,897.58,841.73,12.81
2.203412,898.06,844.41,15.64
2.219039,889.34,842.92,15.81
2.234666,887.51,840.56,16.01
2.250293,891.35,835.74,15.45
2.265920,884.22,831.72,15.57
2.281547,882.32,832.45,12.71
2.297174,877.40,826.70,15.74
2.312801,885.62,830.62,15.41
2.328428,878.07,821.46,12.95
2.344055,875.97,824.96,10.71
2.359682,877.39,817.63,11.37
2.375309,871.19,815.44,12.76
2.390936,866.36,811.42,17.46
2.406563,863.63,810.78,16.40
2.422190,861.33,804.71,14.78
2.437817,861.24,803.56,17.20
2.453444,859.92,792.85,14.29
2.469071,854.46,799.25,13.59
2.484699,857.78,798.36,17.12
2.500326,854.98,799.53,12.26
2.515953,858.07,801.03,14.21
2.531580,858.65,799.55,16.44
2.547207,858.35,801.06,20.32
2.562834,866.58,811.04,13.59
2.578461,866.64,816.66,18.42
2.594088,881.20,823.76,14.30
2.609715,881.39,828.89,16.25
2.625342,891.45,841.79,14.56
2.640969,902.71,845.21,15.33
2.656596,913.96,861.20,12.54
2.672223,917.31,868.40,14.78
2.687850,924.46,879.99,15.05
2.703477,932.73,881.89,12.64
2.719104,933.15,900.90,14.70
2.734731,955.36,907.93,13.89
2.750358,956.42,918.57,18.21
2.765985,961.21,928.41,15.30
2.781612,963.91,924.61,17.15
2.797239,971.60,927.14,17.34
2.812866,970.92,927.70,14.95
2.828493,966.32,930.32,17.15
2.844120,965.36,927.35,14.96
2.859747,965.72,915.50,13.95
2.875374,957.56,921.20,17.41
2.891001,958.71,914.46,12.16
2.906628,951.39,909.96,12.87
2.922256,940.51,904.54,15.37
2.937883,940.79,904.86,15.46
2.953510,938.46,894.15,17.43
2.969137,929.53,879.46,17.53
2.984764,921.24,881.47,17.60
3.000391,918.24,870.72,14.02
3.016018,908.55,863.65,15.63
3.031645,907.32,859.21,16.49
3.047272,901.67,849.98,13.56
3.062899,903.56,852.15,15.35
3.078526,900.99,845.24,13.12
3.094153,898.05,845.76,15.01
3.109780,899.37,842.89,17.65
3.125407,891.36,837.21,15.49
3.141034,893.69,842.07,17.83
3.156661,887.64,840.87,21.19
3.172288,882.57,834.89,15.83
3.187915,879.98,831.22,15.29
3.203542,883.00,829.97,21.08
3.219169,877.19,824.32,17.14
3.234796,877.52,823.44,11.44
3.250423,872.96,809.40,14.61
3.266050,868.67,814.23,17.98
3.281677,864.24,811.13,16.61
3.297304,863.80,807.67,12.73
3.312931,855.65,801.72,15.54
3.328558,862.58,801.42,17.14
3.344185,858.35,802.53,15.56
3.359812,857.77,799.33,13.39
3.375440,854.75,794.96,16.88
3.391067,854.60,795.00,10.39
3.406694,856.75,797.47,16.26
3.422321,858.25,799.85,14.12
3.437948,863.41,805.82,10.29
3.453575,867.81,808.23,12.14
3.469202,875.79,823.78,16.03
3.484829,877.40,827.02,14.73
3.500456,887.76,837.13,14.93
3.516083,900.98,845.63,12.86
3.531710,906.51,855.78,14.86
3.547337,909.90,861.47,11.77
3.562964,917.47,875.90,13.51
3.578591,932.55,891.86,13.64
3.594218,939.82,895.04,16.21
3.609845,943.09,902.23,12.59
3.625472,953.50,908.10,15.21
3.641099,958.87,918.14,16.58
3.656726,965.41,927.98,15.32
3.672353,962.10,923.06,15.98
3.687980,969.56,928.95,14.03
3.703607,970.66,933.12,16.70
3.719234,971.53,928.61,13.23
3.734861,968.79,926.88,15.08
3.750488,967.85,918.62,17.05
3.766115,955.82,921.75,15.24
3.781742,954.21,913.05,12.16
3.797369,950.15,907.22,18.65
3.812996,944.60,905.21,19.71
3.828624,935.15,898.14,14.27
3.844251,933.53,885.41,17.62
3.859878,927.62,879.49,13.17
3.875505,915.81,869.08,11.01
3.891132,911.64,864.65,18.04
3.906759,912.19,856.64,15.72
3.922386,914.38,856.94,17.97
3.938013,903.95,851.59,12.79
3.953640,898.02,849.62,11.63
3.969267,897.67,849.99,14.29
3.984894,898.22,845.44,9.97
4.000521,894.26,846.06,14.85
4.016148,893.94,836.52,17.90
4.031775,890.77,835.37,17.00
4.047402,890.33,837.43,15.79
4.063029,886.57,832.50,19.48
4.078656,882.26,828.69,14.11
4.094283,880.13,825.32,15.37
4.109910,879.11,826.46,16.00
4.125537,872.79,819.79,14.02
4.141164,876.37,813.28,17.63
4.156791,872.50,814.80,12.24
4.172418,870.20,803.12,13.06
4.188045,862.24,805.81,14.71
4.203672,859.11,801.66,12.92
4.219299,855.30,804.06,13.79
4.234926,858.59,795.33,13.65
4.250553,854.47,791.89,17.58
4.266180,859.17,800.29,14.48
4.281808,852.41,797.07,17.53
4.297435,858.18,799.15,14.46
4.313062,861.86,806.98,13.62
4.328689,858.50,813.72,13.30
4.344316,869.68,819.63,16.60
4.359943,880.57,820.83,19.34
4.375570,891.43,831.15,11.29
4.391197,892.01,845.26,14.95
4.406824,901.24,854.14,17.82
4.422451,915.49,864.75,14.90
4.438078,914.46,872.92,16.03
4.453705,928.11,881.85,13.68
4.469332,938.23,892.74,20.48
4.484959,950.90,907.78,16.72
4.500586,954.66,910.58,14.27
4.516213,962.00,916.02,16.19
4.531840,964.02,928.94,13.04
4.547467,972.13,923.21,14.06
4.563094,972.03,931.46,12.78
4.578721,972.35,931.63,15.29
4.594348,973.75,929.68,14.80
4.609975,970.18,928.19,13.51
4.625602,963.97,929.13,21.21
4.641229,959.92,924.24,20.47
4.656856,955.87,916.13,14.64
4.672483,956.90,909.17,11.94
4.688110,950.67,900.96,16.07
4.703737,938.78,892.02,12.02
4.719365,940.21,890.83,15.61
4.734992,931.99,883.30,13.91
4.750619,924.64,878.03,16.59
4.766246,919.18,869.04,18.10
4.781873,912.10,866.11,15.03
4.797500,910.45,856.72,14.73
4.813127,912.64,852.19,15.44
4.828754,900.30,854.97,12.09
4.844381,901.67,853.51,18.09
4.860008,901.70,845.38,16.43
4.875635,900.28,847.58,19.24
4.891262,890.75,844.20,11.91
4.906889,891.96,843.67,15.44
4.922516,891.69,832.76,16.97
4.938143,883.82,830.65,16.52
4.953770,891.39,834.55,12.19
4.969397,879.50,822.28,16.26
4.985024,877.93,817.48,16.30
5.000651,873.06,823.03,16.38
5.016278,871.03,811.64,15.33
5.031905,872.73,812.29,16.61
5.047532,870.25,816.71,15.85
5.063159,863.01,804.98,16.24
5.078786,857.90,798.24,18.15
5.094413,860.81,799.63,17.45
5.110040,857.95,799.92,11.74
5.125667,851.72,794.05,14.39
5.141294,859.99,793.78,15.85
5.156921,855.77,800.56,14.91
5.172549,856.01,799.41,16.67
5.188176,861.28,804.51,8.95
5.203803,872.79,808.78,16.16
5.219430,874.08,814.39,15.16
5.235057,875.79,819.56,15.42
5.250684,883.47,827.68,17.60
5.266311,891.53,843.34,14.25
5.281938,895.97,848.53,13.04
5.297565,915.27,863.52,11.97
5.313192,921.40,879.90,15.61
5.328819,921.73,878.31,14.58
5.344446,939.00,894.30,18.28
5.360073,942.39,897.85,16.75
5.375700,957.08,902.78,13.42
5.391327,960.70,916.52,14.40
5.406954,960.34,924.24,10.94
5.422581,967.38,924.45,15.87
5.438208,971.73,932.35,13.89
5.453835,971.35,937.68,15.32
5.469462,970.14,936.28,13.34
5.485089,968.29,928.71,11.45
5.500716,965.12,927.83,17.24
5.516343,964.37,922.67,19.36
5.531970,957.19,916.56,14.95
5.547597,951.01,908.29,12.33
5.563224,949.88,902.35,15.58
5.578851,937.94,900.84,12.59
5.594478,943.20,889.96,13.54
5.610105,924.57,887.11,13.79
5.625733,927.10,880.54,14.78
5.641360,922.22,872.79,15.69
5.656987,918.30,867.50,17.11
5.672614,911.42,860.24,14.97
5.688241,904.94,858.70,14.09
5.703868,903.77,854.35,15.21
5.719495,903.96,850.75,17.51
5.735122,892.29,847.42,16.95
5.750749,900.35,845.82,15.92
5.766376,894.99,838.85,11.55
5.782003,893.03,839.76,16.32
5.797630,895.07,836.46,14.11
5.813257,887.44,829.93,15.18
5.828884,889.15,835.29,12.64
5.844511,885.95,831.78,14.37
5.860138,877.37,822.14,10.64
5.875765,880.89,820.13,17.61
5.891392,881.38,820.21,16.06
5.907019,872.83,812.71,14.85
5.922646,867.28,811.57,12.76
5.938273,867.62,807.57,17.03
5.953900,860.56,802.96,15.59
5.969527,857.05,802.73,15.34
5.985154,866.26,796.30,14.11
6.000781,858.95,794.97,17.02
6.016408,855.43,788.77,15.52
6.032035,859.08,799.00,16.58
6.047662,858.46,799.32,13.62
6.063289,859.79,809.01,12.39
6.078917,868.29,806.26,14.95
6.094544,871.79,813.97,16.98
6.110171,878.11,820.23,13.78
6.125798,888.07,834.85,15.66
6.141425,889.26,840.10,17.92
6.157052,903.92,852.73,17.32
6.172679,904.50,847.59,14.23
6.188306,920.62,871.09,15.03
6.203933,930.32,879.45,12.24
6.219560,942.98,890.47,9.28
6.235187,942.23,897.12,12.41
6.250814,950.62,911.04,10.92
6.266441,958.79,910.42,14.47
6.282068,966.15,920.01,15.10
6.297695,965.00,928.46,13.28
6.313322,970.96,923.30,16.52
6.328949,970.83,927.65,17.47
6.344576,974.29,927.52,15.63
6.360203,970.58,928.49,14.30
6.375830,970.13,926.01,17.89
6.391457,967.04,921.38,16.37
6.407084,963.72,920.07,16.36
6.422711,957.26,913.50,15.68
6.438338,954.60,906.59,15.29
6.453965,952.00,898.91,16.03
6.469592,939.76,894.50,13.73
6.485219,933.44,885.74,13.03
6.500846,927.09,880.54,13.37
6.516473,922.55,876.19,16.18
6.532101,921.37,871.54,12.87
6.547728,915.32,865.99,16.79
6.563355,911.05,860.83,10.30
6.578982,908.09,853.13,14.54
6.594609,905.44,852.52,15.13
6.610236,899.50,851.31,13.39
6.625863,896.81,845.05,13.05
6.641490,899.93,850.10,15.71
6.657117,894.46,843.72,18.19
6.672744,888.41,838.29,15.51
6.688371,892.36,836.83,16.21
6.703998,886.99,834.57,12.34
6.719625,887.06,830.66,16.00
6.735252,885.25,825.73,17.85
6.750879,880.93,824.93,16.05
6.766506,884.42,820.74,13.81
6.782133,872.68,814.11,12.64
6.797760,863.96,813.94,13.97
6.813387,868.63,806.06,14.98
6.829014,864.03,801.49,14.49
6.844641,856.76,799.91,13.41
6.860268,855.74,800.41,11.09
6.875895,856.62,801.95,15.88
6.891522,857.56,793.62,16.75
6.907149,854.61,800.65,15.05
6.922776,859.69,804.01,18.86
6.938403,864.89,797.42,12.31
6.954030,866.42,802.04,14.61
6.969658,870.79,806.83,16.51
6.985285,867.11,814.78,15.30
7.000912,883.33,823.14,15.77
7.016539,884.65,835.47,12.61
7.032166,900.94,845.50,15.58
7.047793,906.99,852.11,10.99
7.063420,914.71,862.90,16.99
7.079047,923.36,870.05,17.20
7.094674,936.07,879.04,15.11
7.110301,942.47,891.32,15.56
7.125928,948.26,901.02,14.64
7.141555,956.25,911.56,18.44
7.157182,963.96,921.51,13.77
7.172809,970.78,927.52,15.59
7.188436,968.08,930.85,15.95
7.204063,965.99,930.49,15.54
7.219690,972.23,929.03,16.08
7.235317,965.24,928.49,15.70
7.250944,971.24,925.61,12.92
7.266571,963.94,920.18,15.17
7.282198,967.90,923.99,17.26
7.297825,960.65,917.35,11.20
7.313452,958.13,909.56,17.72
7.329079,948.94,903.80,17.52
7.344706,950.80,896.51,12.96
7.360333,937.05,895.48,14.46
7.375960,926.94,880.68,14.62
7.391587,925.85,877.35,16.98
7.407214,926.31,871.55,18.34
7.422842,914.91,866.32,17.15
7.438469,913.71,862.30,14.45
7.454096,907.40,851.97,11.48
7.469723,906.19,854.56,13.96
7.485350,902.39,846.75,15.94
7.500977,900.57,846.63,17.46
7.516604,888.21,841.89,12.02
7.532231,893.42,838.37,13.08
7.547858,897.37,837.15,13.84
7.563485,884.16,834.76,13.96
7.579112,894.81,832.32,18.61
7.594739,889.64,834.34,14.38
7.610366,886.27,830.62,13.43
7.625993,881.99,831.40,13.86
7.641620,882.64,818.10,15.87
7.657247,875.51,817.73,16.91
7.672874,876.72,812.16,14.57
7.688501,867.97,806.82,15.71
7.704128,867.33,802.86,13.52
7.719755,862.88,798.50,16.64
7.735382,863.96,798.87,15.67
7.751009,863.42,793.69,18.97
7.766636,859.12,790.33,13.75
7.782263,856.76,796.44,15.45
7.797890,860.13,797.97,13.73
7.813517,863.07,797.68,13.80
7.829144,865.41,802.79,17.33
7.844771,864.35,805.86,16.47
7.860398,872.16,811.57,17.08
7.876026,877.71,819.05,13.65
7.891653,883.56,827.59,13.66
7.907280,894.99,838.05,15.48
7.922907,900.74,850.34,14.35
7.938534,907.63,857.04,15.30
7.954161,916.10,867.83,17.02
7.969788,925.71,874.52,15.39
7.985415,939.28,888.19,16.13
8.001042,950.19,898.88,17.48
8.016669,952.02,907.42,13.72
8.032296,954.22,908.31,11.58
8.047923,961.74,925.22,10.53
8.063550,963.22,920.40,18.36
8.079177,967.53,930.10,13.97
8.094804,974.61,928.01,15.06
8.110431,974.17,927.11,17.36
8.126058,976.28,934.21,15.62
8.141685,969.98,927.75,16.77
8.157312,970.40,925.71,12.94
8.172939,961.24,921.74,13.44
8.188566,959.22,911.53,12.31
8.204193,953.47,903.00,18.30
8.219820,950.03,897.54,15.50
8.235447,940.21,892.19,20.16
8.251074,932.21,893.24,14.86
8.266701,930.80,880.04,15.91
8.282328,923.53,877.87,15.40
8.297955,920.38,862.29,17.08
8.313582,912.39,858.48,18.33
8.329210,915.03,861.17,16.05
8.344837,907.83,850.44,19.94
8.360464,899.66,850.66,14.36
8.376091,898.18,847.79,12.78
8.391718,895.64,843.15,10.88
8.407345,893.47,840.57,17.14
8.422972,894.55,839.02,14.55
8.438599,889.59,842.70,11.75
8.454226,892.71,833.00,14.95
8.469853,892.72,828.22,18.06
8.485480,881.22,830.98,17.01
8.501107,881.29,826.33,12.93
8.516734,877.96,825.28,12.03
8.532361,872.23,826.77,13.34
8.547988,878.03,807.95,13.16
8.563615,873.18,811.07,16.32
8.579242,863.37,804.14,11.91
8.594869,869.20,799.68,13.13
8.610496,862.98,799.41,12.16
8.626123,857.84,794.27,15.36
8.641750,852.18,795.69,13.98
8.657377,858.72,796.38,16.81
8.673004,855.85,796.71,13.98
8.688631,857.34,799.08,14.81
8.704258,860.19,804.33,15.56
8.719885,862.02,801.73,11.90
8.735512,874.23,809.82,15.56
8.751139,870.83,815.39,15.72
8.766767,878.85,824.97,12.51
8.782394,888.54,834.50,17.64
8.798021,898.80,845.15,13.16
8.813648,900.40,849.73,13.11
8.829275,916.29,863.68,14.49
8.844902,921.91,874.27,16.91
8.860529,929.16,887.47,10.06
8.876156,941.10,889.65,14.94
8.891783,948.98,906.44,12.07
8.907410,954.09,909.71,12.66
8.923037,960.30,915.00,15.14
8.938664,966.46,924.81,10.58
8.954291,968.33,927.93,13.76
8.969918,976.61,928.48,12.34
8.985545,974.25,925.81,14.25
9.001172,971.93,931.20,15.98
9.016799,975.79,929.82,14.96
9.032426,966.60,927.16,17.11
9.048053,963.78,921.10,16.16
9.063680,963.41,913.13,15.61
9.079307,955.26,911.11,14.16
9.094934,950.63,903.07,15.66
9.110561,943.54,895.61,13.26
9.126188,933.85,887.11,15.59
9.141815,924.01,880.33,11.65
9.157442,920.60,875.19,15.35
9.173069,920.35,869.48,16.34
9.188696,912.52,866.88,17.25
9.204323,911.27,858.12,17.95
9.219951,906.43,852.16,13.34
9.235578,909.12,851.77,12.64
9.251205,903.02,847.26,16.74
9.266832,892.27,846.23,11.47
9.282459,895.46,842.18,17.48
9.298086,892.75,836.98,15.72
9.313713,893.23,839.30,15.47
9.329340,890.07,830.76,14.75
9.344967,889.36,835.02,12.94
9.360594,882.69,828.07,16.34
9.376221,882.79,831.37,16.47
9.391848,882.91,820.43,15.42
9.407475,876.55,822.65,16.13
9.423102,872.83,817.58,10.68
9.438729,867.91,813.22,16.16
9.454356,867.94,807.69,14.81
9.469983,867.37,799.47,17.70
9.485610,865.22,798.49,16.51
9.501237,859.66,786.63,16.80
9.516864,859.61,789.45,14.06
9.532491,855.05,797.57,15.91
9.548118,857.83,795.85,13.35
9.563745,860.90,798.36,17.79
9.579372,858.42,801.40,12.13
9.594999,861.73,803.71,14.48
9.610626,869.42,805.01,14.95
9.626253,872.61,811.43,13.84
9.641880,877.52,821.05,12.65
9.657507,883.80,829.66,13.66
9.673135,893.31,837.87,16.15
9.688762,903.25,847.64,11.46
9.704389,909.26,858.47,12.94
9.720016,923.53,871.50,14.46
9.735643,922.66,878.67,16.69
9.751270,945.05,893.13,12.71
9.766897,947.63,899.29,19.61
9.782524,949.29,910.09,17.96
9.798151,952.22,919.38,17.00
9.813778,961.39,916.16,16.62
9.829405,968.05,928.21,17.55
9.845032,971.97,928.91,12.75
9.860659,974.85,924.94,13.16
9.876286,972.41,925.66,12.82
9.891913,969.48,924.40,14.41
9.907540,965.63,930.95,15.82
9.923167,969.75,923.16,13.08
9.938794,960.88,917.85,13.77
9.954421,959.66,908.43,19.01
9.970048,949.90,900.69,14.38
9.985675,942.71,897.05,12.55
10.001302,942.39,885.79,17.01
10.016929,934.70,886.85,16.20
10.032556,926.36,875.66,13.47
10.048183,921.41,867.62,12.69
10.063810,917.04,864.17,15.26
10.079437,910.70,857.90,10.80
10.095064,906.37,855.18,12.65
10.110691,903.52,847.88,17.31
10.126319,900.63,847.37,14.89
10.141946,899.50,846.33,18.99
10.157573,893.49,836.71,14.46
10.173200,896.55,840.21,14.06
10.188827,889.43,835.36,16.17
10.204454,892.87,834.05,13.21
10.220081,886.14,828.82,14.46
10.235708,892.35,835.69,17.20
10.251335,884.59,823.50,15.11
10.266962,885.05,821.44,18.71
10.282589,878.04,816.58,15.02
10.298216,878.38,816.63,18.91
10.313843,869.39,814.29,18.04
10.329470,869.37,811.06,15.71
10.345097,869.96,810.47,15.28
10.360724,861.37,800.66,13.66
10.376351,859.44,796.48,12.09
10.391978,856.10,793.91,7.88
10.407605,858.86,792.74,21.42
10.423232,856.86,790.74,17.31
10.438859,854.75,794.41,13.51
10.454486,858.90,796.26,16.43
10.470113,858.59,801.65,16.19
10.485740,865.03,805.07,14.63
10.501367,867.60,810.57,17.42
10.516994,878.28,820.39,15.28
10.532621,882.67,825.26,18.68
10.548248,891.05,831.76,14.34
10.563876,902.86,841.91,16.11
10.579503,908.52,852.34,16.34
10.595130,915.93,856.63,15.87
10.610757,924.30,878.03,15.63
10.626384,930.74,882.70,16.65
10.642011,948.21,896.64,13.13
10.657638,948.92,900.35,16.68
10.673265,957.56,906.51,14.69
10.688892,959.23,920.56,18.81
10.704519,969.87,921.97,12.57
10.720146,972.81,925.59,18.28
10.735773,967.09,929.01,14.29
10.751400,971.96,929.71,15.18
10.767027,967.37,926.48,16.81
10.782654,967.45,924.96,18.60
10.798281,963.49,922.43,16.70
10.813908,954.80,913.61,14.24
10.829535,955.12,908.24,15.36
10.845162,946.95,905.08,13.30
10.860789,946.03,901.11,13.52
10.876416,940.71,887.15,16.67
10.892043,928.79,884.31,12.99
10.907670,923.29,873.08,12.24
10.923297,922.10,873.82,17.36
10.938924,913.23,868.24,12.59
10.954551,914.43,858.10,13.55
10.970178,908.96,850.97,14.21
10.985805,907.10,854.58,16.31
11.001432,900.63,851.89,12.79
11.017060,892.85,845.51,13.90
11.032687,893.17,837.52,16.89
11.048314,882.41,832.78,11.81
11.063941,891.33,840.88,11.50
11.079568,890.76,832.44,12.28
11.095195,889.09,824.86,15.22
11.110822,889.33,831.68,16.19
11.126449,884.37,824.30,15.58
11.142076,878.19,823.09,19.63
11.157703,877.68,815.46,14.62
11.173330,871.38,813.22,16.74
11.188957,868.53,810.57,16.06
11.204584,871.53,802.59,13.37
11.220211,867.35,808.91,17.85
11.235838,863.41,804.99,15.16
11.251465,858.29,803.87,18.53
11.267092,856.18,794.44,15.04
11.282719,854.57,791.98,13.27
11.298346,853.56,789.47,15.18
11.313973,857.94,791.35,14.47
11.329600,856.90,792.67,16.17
11.345227,856.19,792.11,17.65
11.360854,861.58,798.56,12.86
11.376481,869.66,809.23,15.03
11.392108,871.14,817.73,14.59
11.407735,875.85,822.20,14.24
11.423362,888.32,829.62,14.12
11.438989,894.75,834.60,14.88
11.454616,905.44,848.99,18.73
11.470244,912.70,857.48,16.39
11.485871,921.71,868.27,14.13
11.501498,925.00,882.18,15.73
11.517125,940.61,889.51,15.58
11.532752,949.58,897.42,12.98
11.548379,961.28,901.87,17.05
11.564006,952.77,913.21,17.29
11.579633,961.67,916.52,13.65
11.595260,963.24,930.21,14.99
11.610887,965.81,922.53,18.09
11.626514,969.80,928.77,16.07
11.642141,966.00,926.22,13.43
11.657768,966.11,923.45,12.68
11.673395,962.70,921.56,10.95
11.689022,963.03,915.67,13.46
11.704649,955.37,916.86,11.90
11.720276,949.81,903.47,17.44
11.735903,949.69,904.28,15.36
11.751530,938.25,888.06,18.74
11.767157,931.89,886.49,15.90
11.782784,922.41,882.99,17.57
11.798411,923.19,869.33,16.49
11.814038,920.01,864.64,14.93
11.829665,913.94,861.35,16.97
11.845292,905.37,851.18,14.75
11.860919,906.64,850.49,15.65
11.876546,900.25,843.88,15.23
11.892173,902.29,845.81,14.08
11.907800,895.46,837.60,12.10
11.923428,898.36,834.58,15.00
11.939055,886.56,835.01,14.96
11.954682,891.29,840.90,15.47
11.970309,887.28,835.52,14.32
11.985936,887.35,829.28,14.94
12.001563,883.13,826.76,11.81
12.017190,882.75,827.13,13.13
12.032817,878.00,823.69,14.68
12.048444,869.70,813.42,15.74
12.064071,874.68,813.44,16.04
12.079698,869.30,811.75,15.14
12.095325,867.01,801.62,16.30
12.110952,861.79,800.35,11.78
12.126579,863.55,792.96,11.85
12.142206,856.10,795.62,15.36
12.157833,855.76,792.08,14.10
12.173460,855.50,792.33,16.60
12.189087,855.78,792.29,13.37
12.204714,855.85,795.91,13.73
12.220341,860.51,794.01,13.72
12.235968,853.31,798.02,16.18
12.251595,866.01,809.49,16.20
12.267222,867.00,808.62,15.68
12.282849,875.55,814.41,16.88
12.298476,881.41,825.83,15.16
12.314103,890.75,839.86,16.37
12.329730,896.29,846.86,13.99
12.345357,906.77,853.98,9.87
12.360985,914.33,868.79,14.87
12.376612,922.66,876.01,15.14
12.392239,931.60,887.18,14.69
12.407866,945.92,888.16,18.83
12.423493,945.64,904.64,13.89
12.439120,953.67,908.49,16.43
12.454747,956.51,914.10,12.42
12.470374,964.90,923.28,15.33
12.486001,968.57,926.61,14.11
12.501628,967.90,925.37,13.27
12.517255,968.04,925.07,14.31
12.532882,965.12,929.48,16.32
12.548509,964.42,923.58,13.82
12.564136,958.01,917.40,15.71
12.579763,954.49,912.63,14.21
12.595390,955.02,907.57,12.68
12.611017,945.17,898.47,16.01
12.626644,938.62,892.52,13.78
12.642271,935.87,884.11,13.55
12.657898,928.10,874.11,11.95
12.673525,919.67,867.20,15.48
12.689152,914.49,860.55,15.15
12.704779,912.34,863.00,18.29
12.720406,912.32,854.34,15.17
12.736033,904.21,846.21,16.65
12.751660,898.17,848.66,11.01
12.767287,894.43,839.40,15.71
12.782914,895.13,835.75,13.38
12.798541,894.79,841.23,13.83
